Cutoff,Home Team,Away Team,Site,Market Home Line,Market Total,Expected Tempo,Expected Home ORtg,Expected Away ORtg,Expected Home Points,Expected Away Points,Fair Home Margin,Fair Total,Exact Home Win Prob,Exact Home Cover Prob,Exact Over Prob,Fair Home ML Decimal,Fair Home Cover Decimal,Fair Over Decimal,Fair Home ML American,Fair Home Cover American,Fair Over American
2026-03-18,Dayton,Bradley,H,-1.5,141.5,67.14573140655588,111.02659778082193,104.54796278082192,74.54962113574783,70.1994942798367,4.350126855911128,144.74911541558453,0.5721857906993132,0.553060292050192,0.5360278492414178,1.7476840848805795,1.8081211296023523,1.8655747111184462,-134.0,-124.0,-116.0
2026-03-18,Illinois Chicago,California,H,5.0,149.5,67.22354620952406,108.66769778082191,107.89154778082191,73.05028003251677,72.52852447861154,0.5217555539052228,145.5788045111283,0.5001811140972718,0.5955734386863171,0.41225146324726464,1.9992758059344216,1.679054059572812,2.425703943227023,-100.0,-147.0,143.0
2026-03-18,Kent St.,Illinois St.,H,6.0,153.5,68.26664048025432,109.9954477808219,108.68194778082191,75.09019688117957,74.19351455847145,0.8966823227081164,149.28371143965103,0.5070399143393977,0.6185309934308445,0.4083859936821661,1.9722313208869575,1.6167338591284448,2.448663802065328,-103.0,-162.0,145.0
2026-03-18,Nevada,Murray St.,H,-8.5,163.5,68.52274726222944,115.88574778082192,109.17544778082191,79.40809806479727,74.81001615525989,4.598081909537385,154.21811422005715,0.5723218444230379,0.4258434046957924,0.33177968551906417,1.7472686212215223,2.3482810558363933,3.014048308700744,-134.0,135.0,201.0
2026-03-18,Prairie View A&M,Lehigh,H,3.5,142.5,68.65584445057533,108.31529778082191,105.09159778082191,74.36478236057856,72.15152390302538,2.213258457553181,146.51630626360395,0.5317760392272058,0.6071691016866427,0.5487526629718084,1.8804908951016905,1.6469876303357998,1.8223146190934731,-114.0,-155.0,-122.0
2026-03-18,SMU,Miami OH,H,-6.5,163.0,68.9885637170388,117.61158300775742,110.22011255388641,81.13854188192471,76.03927257822981,5.099269303694896,157.17781446015454,0.5795286534934595,0.47112153982084526,0.37673119807294364,1.7255402195765388,2.1225945228067324,2.654412496536529,-138.0,112.0,165.0
2026-03-18,Saint Joseph's,Colorado St.,H,6.5,145.0,65.70501690205764,110.00779778082192,109.95259778082192,72.28064212547042,72.24437295614048,0.036269169329941064,144.5250150816109,0.49099674768770335,0.624514857765931,0.46218172116230266,2.0366733684273735,1.6012429289149137,2.1636511229504762,104.0,-166.0,116.0
2026-03-18,Sam Houston St.,New Mexico,H,12.0,164.5,69.55049795188039,109.7740477808219,111.18899778082191,76.34839685349674,77.33250162426687,-0.9841047707701307,153.6808984777636,0.4731929274006009,0.6870802343101553,0.3097106995915587,2.113302930145887,1.4554340964327457,3.2288196737109285,111.0,-220.0,223.0
2026-03-18,Utah Valley,George Washington,H,-2.0,156.5,68.69324565378183,112.38499778082192,109.69279778082192,77.20090260357726,75.35154304408614,1.8493595594911199,152.5524456476634,0.524003922706366,0.48688204301480636,0.41336455604366257,1.908382660257996,2.0538855649880468,2.4191720973154087,-110.0,105.0,142.0
2026-03-18,Wake Forest,Navy,H,-11.5,148.5,66.69624497108194,113.6221977808219,104.85469778082191,75.7817393734242,69.9341460955846,5.847593277839607,145.7158854690088,0.5992522062711915,0.39008983367652345,0.4311722266466317,1.6687464635673785,2.5635120776544924,2.3192588441452484,-150.0,156.0,132.0
