Cutoff,Home Team,Away Team,Home Points,Away Points,Joint PMF
2026-03-17,UMBC,Howard,0,0,2.6271201013016076e-33
2026-03-17,UMBC,Howard,1,0,6.024601883784635e-32
2026-03-17,UMBC,Howard,2,0,7.102481123107847e-31
2026-03-17,UMBC,Howard,3,0,5.735122093677288e-30
2026-03-17,UMBC,Howard,4,0,3.565942179118436e-29
2026-03-17,UMBC,Howard,5,0,1.8198893013529661e-28
2026-03-17,UMBC,Howard,6,0,7.936137097276496e-28
2026-03-17,UMBC,Howard,7,0,3.0397677509170585e-27
2026-03-17,UMBC,Howard,8,0,1.0433861032466822e-26
2026-03-17,UMBC,Howard,9,0,3.258559050546499e-26
2026-03-17,UMBC,Howard,10,0,9.370244724283172e-26
2026-03-17,UMBC,Howard,11,0,2.504781171664062e-25
2026-03-17,UMBC,Howard,12,0,6.27306264793895e-25
2026-03-17,UMBC,Howard,13,0,1.4815252005929506e-24
2026-03-17,UMBC,Howard,14,0,3.317767020520897e-24
2026-03-17,UMBC,Howard,15,0,7.07831349662882e-24
2026-03-17,UMBC,Howard,16,0,1.444510643729009e-23
2026-03-17,UMBC,Howard,17,0,2.829768325403373e-23
2026-03-17,UMBC,Howard,18,0,5.337825625383822e-23
2026-03-17,UMBC,Howard,19,0,9.721844695418533e-23
2026-03-17,UMBC,Howard,20,0,1.7137962471683216e-22
2026-03-17,UMBC,Howard,21,0,2.9304828106465386e-22
2026-03-17,UMBC,Howard,22,0,4.870077896994247e-22
2026-03-17,UMBC,Howard,23,0,7.87977556164749e-22
2026-03-17,UMBC,Howard,24,0,1.2432705115178083e-21
2026-03-17,UMBC,Howard,25,0,1.915672200261832e-21
2026-03-17,UMBC,Howard,26,0,2.886392923445524e-21
2026-03-17,UMBC,Howard,27,0,4.257893418006168e-21
2026-03-17,UMBC,Howard,28,0,6.15634018180111e-21
2026-03-17,UMBC,Howard,29,0,8.733414883482328e-21
2026-03-17,UMBC,Howard,30,0,1.2167188989789435e-20
2026-03-17,UMBC,Howard,31,0,1.6661784285478138e-20
2026-03-17,UMBC,Howard,32,0,2.244557499775283e-20
2026-03-17,UMBC,Howard,33,0,2.9767748085236744e-20
2026-03-17,UMBC,Howard,34,0,3.889312266466097e-20
2026-03-17,UMBC,Howard,35,0,5.0095232768323373e-20
2026-03-17,UMBC,Howard,36,0,6.36477927241105e-20
2026-03-17,UMBC,Howard,37,0,7.981478292513811e-20
2026-03-17,UMBC,Howard,38,0,9.883950630942694e-20
2026-03-17,UMBC,Howard,39,0,1.209330632804908e-19
2026-03-17,UMBC,Howard,40,0,1.4626276679189504e-19
2026-03-17,UMBC,Howard,41,0,1.7494106333118686e-19
2026-03-17,UMBC,Howard,42,0,2.0701553531718498e-19
2026-03-17,UMBC,Howard,43,0,2.4246053437870085e-19
2026-03-17,UMBC,Howard,44,0,2.8117093428774894e-19
2026-03-17,UMBC,Howard,45,0,3.2295840076119472e-19
2026-03-17,UMBC,Howard,46,0,3.6755045893427933e-19
2026-03-17,UMBC,Howard,47,0,4.1459250573225545e-19
2026-03-17,UMBC,Howard,48,0,4.63652772315631e-19
2026-03-17,UMBC,Howard,49,0,5.142301002253906e-19
2026-03-17,UMBC,Howard,50,0,5.657642624064453e-19
2026-03-17,UMBC,Howard,51,0,6.176484445231924e-19
2026-03-17,UMBC,Howard,52,0,6.692434090161746e-19
2026-03-17,UMBC,Howard,53,0,7.198927984962052e-19
2026-03-17,UMBC,Howard,54,0,7.689389986662519e-19
2026-03-17,UMBC,Howard,55,0,8.1573897439416045e-19
2026-03-17,UMBC,Howard,56,0,8.596795143700071e-19
2026-03-17,UMBC,Howard,57,0,9.001913669757916e-19
2026-03-17,UMBC,Howard,58,0,9.36761818325218e-19
2026-03-17,UMBC,Howard,59,0,9.689453478290925e-19
2026-03-17,UMBC,Howard,60,0,9.96372091594255e-19
2026-03-17,UMBC,Howard,61,0,1.0187539438975903e-18
2026-03-17,UMBC,Howard,62,0,1.0358882266059373e-18
2026-03-17,UMBC,Howard,63,0,1.0476589510101782e-18
