Cutoff,Home Team,Away Team,Home Points,Away Points,Joint PMF
2026-03-18,SMU,Miami OH,0,0,4.947357356818084e-35
2026-03-18,SMU,Miami OH,1,0,1.1724404463435405e-33
2026-03-18,SMU,Miami OH,2,0,1.4283329615287943e-32
2026-03-18,SMU,Miami OH,3,0,1.1918087925249535e-31
2026-03-18,SMU,Miami OH,4,0,7.657202682968752e-31
2026-03-18,SMU,Miami OH,5,0,4.0379402947455936e-30
2026-03-18,SMU,Miami OH,6,0,1.819407863824119e-29
2026-03-18,SMU,Miami OH,7,0,7.200355905488061e-29
2026-03-18,SMU,Miami OH,8,0,2.5535107601390253e-28
2026-03-18,SMU,Miami OH,9,0,8.23917087553428e-28
2026-03-18,SMU,Miami OH,10,0,2.4477105552224277e-27
2026-03-18,SMU,Miami OH,11,0,6.759519521114752e-27
2026-03-18,SMU,Miami OH,12,0,1.7488317155607574e-26
2026-03-18,SMU,Miami OH,13,0,4.2666301735102026e-26
2026-03-18,SMU,Miami OH,14,0,9.869936461388339e-26
2026-03-18,SMU,Miami OH,15,0,2.175081231543851e-25
2026-03-18,SMU,Miami OH,16,0,4.5848813545346875e-25
2026-03-18,SMU,Miami OH,17,0,9.27692625999098e-25
2026-03-18,SMU,Miami OH,18,0,1.8073714663977705e-24
2026-03-18,SMU,Miami OH,19,0,3.399736279582542e-24
2026-03-18,SMU,Miami OH,20,0,6.189459027160001e-24
2026-03-18,SMU,Miami OH,21,0,1.0929815408859596e-23
2026-03-18,SMU,Miami OH,22,0,1.8757399941873065e-23
2026-03-18,SMU,Miami OH,23,0,3.133980898345751e-23
2026-03-18,SMU,Miami OH,24,0,5.105947328007476e-23
2026-03-18,SMU,Miami OH,25,0,8.12348300991906e-23
2026-03-18,SMU,Miami OH,26,0,1.2637723365070624e-22
2026-03-18,SMU,Miami OH,27,0,1.9247847804113293e-22
2026-03-18,SMU,Miami OH,28,0,2.8731971712885386e-22
2026-03-18,SMU,Miami OH,29,0,4.207881788293253e-22
2026-03-18,SMU,Miami OH,30,0,6.051837435367911e-22
2026-03-18,SMU,Miami OH,31,0,8.554936044273646e-22
2026-03-18,SMU,Miami OH,32,0,1.1896102925913714e-21
2026-03-18,SMU,Miami OH,33,0,1.6284667531422088e-21
2026-03-18,SMU,Miami OH,34,0,2.196062253955639e-21
2026-03-18,SMU,Miami OH,35,0,2.9193549408946326e-21
2026-03-18,SMU,Miami OH,36,0,3.828000921952708e-21
2026-03-18,SMU,Miami OH,37,0,4.953925800726794e-21
2026-03-18,SMU,Miami OH,38,0,6.330722347144237e-21
2026-03-18,SMU,Miami OH,39,0,7.992877088384429e-21
2026-03-18,SMU,Miami OH,40,0,9.974838488035974e-21
2026-03-18,SMU,Miami OH,41,0,1.2309949424174023e-20
2026-03-18,SMU,Miami OH,42,0,1.5029276199579247e-20
2026-03-18,SMU,Miami OH,43,0,1.816037465128134e-20
2026-03-18,SMU,Miami OH,44,0,2.1726040466747117e-20
2026-03-18,SMU,Miami OH,45,0,2.5743095066483507e-20
2026-03-18,SMU,Miami OH,46,0,3.0221260033369217e-20
2026-03-18,SMU,Miami OH,47,0,3.516217188850912e-20
2026-03-18,SMU,Miami OH,48,0,4.055858504876318e-20
2026-03-18,SMU,Miami OH,49,0,4.639380424983911e-20
2026-03-18,SMU,Miami OH,50,0,5.264137894326196e-20
2026-03-18,SMU,Miami OH,51,0,5.926508167023661e-20
2026-03-18,SMU,Miami OH,52,0,6.621918077147973e-20
2026-03-18,SMU,Miami OH,53,0,7.344900565337625e-20
2026-03-18,SMU,Miami OH,54,0,8.089179084822668e-20
2026-03-18,SMU,Miami OH,55,0,8.847777389939694e-20
2026-03-18,SMU,Miami OH,56,0,9.613151221695815e-20
2026-03-18,SMU,Miami OH,57,0,1.0377337593515031e-19
2026-03-18,SMU,Miami OH,58,0,1.1132116778585466e-19
2026-03-18,SMU,Miami OH,59,0,1.1869181727840639e-19
2026-03-18,SMU,Miami OH,60,0,1.2580309510799874e-19
2026-03-18,SMU,Miami OH,61,0,1.3257529463818615e-19
2026-03-18,SMU,Miami OH,62,0,1.3893283034135864e-19
2026-03-18,SMU,Miami OH,63,0,1.4480570796506571e-19
2026-03-18,SMU,Miami OH,64,0,1.5013082758083588e-19
2026-03-18,SMU,Miami OH,65,0,1.548530881822138e-19
2026-03-18,SMU,Miami OH,66,0,1.589262707228037e-19
2026-03-18,SMU,Miami OH,67,0,1.6231368502097283e-19
2026-03-18,SMU,Miami OH,68,0,1.6498857442425334e-19
2026-03-18,SMU,Miami OH,69,0,1.6693428018337149e-19
2026-03-18,SMU,Miami OH,70,0,1.6814417484412865e-19
2026-03-18,SMU,Miami OH,71,0,1.6862138039599033e-19
2026-03-18,SMU,Miami OH,72,0,1.6837829225813207e-19
2026-03-18,SMU,Miami OH,73,0,1.6743593433355978e-19
2026-03-18,SMU,Miami OH,74,0,1.6582317328541962e-19
2026-03-18,SMU,Miami OH,75,0,1.6357582190370701e-19
2026-03-18,SMU,Miami OH,76,0,1.6073566199938869e-19
2026-03-18,SMU,Miami OH,77,0,1.5734941679242133e-19
2026-03-18,SMU,Miami OH,78,0,1.5346770138387988e-19
2026-03-18,SMU,Miami OH,79,0,1.4914397777071422e-19
2026-03-18,SMU,Miami OH,80,0,1.4443353814012488e-19
2026-03-18,SMU,Miami OH,81,0,1.3939253703245893e-19
2026-03-18,SMU,Miami OH,82,0,1.3407708954484792e-19
2026-03-18,SMU,Miami OH,83,0,1.2854244921418598e-19
2026-03-18,SMU,Miami OH,84,0,1.2284227569566229e-19
2026-03-18,SMU,Miami OH,85,0,1.1702799895898897e-19
2026-03-18,SMU,Miami OH,86,0,1.111482835505561e-19
2026-03-18,SMU,Miami OH,87,0,1.0524859358852635e-19
2026-03-18,SMU,Miami OH,88,0,9.937085662070003e-20
2026-03-18,SMU,Miami OH,89,0,9.355322231501366e-20
2026-03-18,SMU,Miami OH,90,0,8.782991018291682e-20
2026-03-18,SMU,Miami OH,91,0,8.223113915640351e-20
2026-03-18,SMU,Miami OH,92,0,7.678313083623775e-20
2026-03-18,SMU,Miami OH,93,0,7.15081775774276e-20
2026-03-18,SMU,Miami OH,94,0,6.642476624640475e-20
2026-03-18,SMU,Miami OH,95,0,6.154774843442059e-20
2026-03-18,SMU,Miami OH,96,0,5.688854810451579e-20
2026-03-18,SMU,Miami OH,97,0,5.2455398041102525e-20
2026-03-18,SMU,Miami OH,98,0,4.825359702149415e-20
2026-03-18,SMU,Miami OH,99,0,4.428578029825128e-20
2026-03-18,SMU,Miami OH,100,0,4.055219673206697e-20
2026-03-18,SMU,Miami OH,101,0,3.705098671487896e-20
2026-03-18,SMU,Miami OH,102,0,3.377845584205359e-20
2026-03-18,SMU,Miami OH,103,0,3.072934010646338e-20
2026-03-18,SMU,Miami OH,104,0,2.789705917500809e-20
2026-03-18,SMU,Miami OH,105,0,2.527395505375536e-20
2026-03-18,SMU,Miami OH,106,0,2.2851514138635688e-20
2026-03-18,SMU,Miami OH,107,0,2.0620571276392726e-20
2026-03-18,SMU,Miami OH,108,0,1.8571495019197674e-20
2026-03-18,SMU,Miami OH,109,0,1.6694353744390285e-20
2026-03-18,SMU,Miami OH,110,0,1.4979062727028342e-20
2026-03-18,SMU,Miami OH,111,0,1.3415512600209319e-20
2026-03-18,SMU,Miami OH,112,0,1.1993679919074065e-20
2026-03-18,SMU,Miami OH,113,0,1.070372076399287e-20
2026-03-18,SMU,Miami OH,114,0,9.536048482038489e-21
2026-03-18,SMU,Miami OH,115,0,8.48139677911525e-21
2026-03-18,SMU,Miami OH,116,0,7.530869444387327e-21
2026-03-18,SMU,Miami OH,117,0,6.67597801998415e-21
2026-03-18,SMU,Miami OH,118,0,5.908668728293625e-21
2026-03-18,SMU,Miami OH,119,0,5.221339942296832e-21
2026-03-18,SMU,Miami OH,120,0,4.606851436468859e-21
2026-03-18,SMU,Miami OH,121,0,4.058526591778297e-21
2026-03-18,SMU,Miami OH,122,0,3.570148652456273e-21
2026-03-18,SMU,Miami OH,123,0,3.1359520483277423e-21
2026-03-18,SMU,Miami OH,124,0,2.750609707911914e-21
2026-03-18,SMU,Miami OH,125,0,2.4092171968452614e-21
2026-03-18,SMU,Miami OH,126,0,2.1072744259733044e-21
2026-03-18,SMU,Miami OH,127,0,1.8406655852882698e-21
2026-03-18,SMU,Miami OH,128,0,1.6056378754118245e-21
2026-03-18,SMU,Miami OH,129,0,1.3987795284639363e-21
2026-03-18,SMU,Miami OH,130,0,1.2169975358182682e-21
2026-03-18,SMU,Miami OH,0,1,1.1465779267814077e-33
2026-03-18,SMU,Miami OH,1,1,2.717575948279273e-32
2026-03-18,SMU,Miami OH,2,1,3.311173040696561e-31
2026-03-18,SMU,Miami OH,3,1,2.7632581036010732e-30
2026-03-18,SMU,Miami OH,4,1,1.7756133228337212e-29
2026-03-18,SMU,Miami OH,5,1,9.364885587247971e-29
2026-03-18,SMU,Miami OH,6,1,4.220247637807467e-28
2026-03-18,SMU,Miami OH,7,1,1.6704292280411775e-27
2026-03-18,SMU,Miami OH,8,1,5.924872785997037e-27
2026-03-18,SMU,Miami OH,9,1,1.912022724059991e-26
2026-03-18,SMU,Miami OH,10,1,5.681183162618762e-26
2026-03-18,SMU,Miami OH,11,1,1.569151028601212e-25
2026-03-18,SMU,Miami OH,12,1,4.060393597424565e-25
2026-03-18,SMU,Miami OH,13,1,9.90780206688359e-25
2026-03-18,SMU,Miami OH,14,1,2.292344619137776e-24
2026-03-18,SMU,Miami OH,15,1,5.0526043333716794e-24
2026-03-18,SMU,Miami OH,16,1,1.0652295504360268e-23
2026-03-18,SMU,Miami OH,17,1,2.155735862879923e-23
2026-03-18,SMU,Miami OH,18,1,4.20064763100538e-23
2026-03-18,SMU,Miami OH,19,1,7.903009544366553e-23
2026-03-18,SMU,Miami OH,20,1,1.4390619108100504e-22
2026-03-18,SMU,Miami OH,21,1,2.5416760259032495e-22
2026-03-18,SMU,Miami OH,22,1,4.362763373719527e-22
2026-03-18,SMU,Miami OH,23,1,7.290681083638559e-22
2026-03-18,SMU,Miami OH,24,1,1.1880423151494031e-21
2026-03-18,SMU,Miami OH,25,1,1.8905265031943198e-21
2026-03-18,SMU,Miami OH,26,1,2.9416794677811395e-21
2026-03-18,SMU,Miami OH,27,1,4.4812151188867754e-21
2026-03-18,SMU,Miami OH,28,1,6.6906338534271784e-21
2026-03-18,SMU,Miami OH,29,1,9.800645707985316e-21
2026-03-18,SMU,Miami OH,30,1,1.409836825310888e-20
2026-03-18,SMU,Miami OH,31,1,1.993379174751559e-20
2026-03-18,SMU,Miami OH,32,1,2.772493478877187e-20
2026-03-18,SMU,Miami OH,33,1,3.796107542366351e-20
2026-03-18,SMU,Miami OH,34,1,5.1203443736928147e-20
2026-03-18,SMU,Miami OH,35,1,6.80828081032699e-20
2026-03-18,SMU,Miami OH,36,1,8.929348099109675e-20
2026-03-18,SMU,Miami OH,37,1,1.1558340999781164e-19
2026-03-18,SMU,Miami OH,38,1,1.4774020019486504e-19
2026-03-18,SMU,Miami OH,39,1,1.8657312559249223e-19
2026-03-18,SMU,Miami OH,40,1,2.3289141814642924e-19
2026-03-18,SMU,Miami OH,41,1,2.8747935751972275e-19
2026-03-18,SMU,Miami OH,42,1,3.5106890798994666e-19
2026-03-18,SMU,Miami OH,43,1,4.243108448364653e-19
2026-03-18,SMU,Miami OH,44,1,5.077454670680842e-19
2026-03-18,SMU,Miami OH,45,1,6.017740948337333e-19
2026-03-18,SMU,Miami OH,46,1,7.066325901336865e-19
2026-03-18,SMU,Miami OH,47,1,8.223681144160734e-19
2026-03-18,SMU,Miami OH,48,1,9.488202465359275e-19
2026-03-18,SMU,Miami OH,49,1,1.0856074338210395e-18
2026-03-18,SMU,Miami OH,50,1,1.232119545940575e-18
2026-03-18,SMU,Miami OH,51,1,1.3875170573316516e-18
2026-03-18,SMU,Miami OH,52,1,1.5507371128145125e-18
2026-03-18,SMU,Miami OH,53,1,1.720506447698719e-18
2026-03-18,SMU,Miami OH,54,1,1.895360853337676e-18
2026-03-18,SMU,Miami OH,55,1,2.0736706162218955e-18
2026-03-18,SMU,Miami OH,56,1,2.253671126131938e-18
2026-03-18,SMU,Miami OH,57,1,2.4334976571903005e-18
