Cutoff,Home Team,Away Team,Home Points,Away Points,Joint PMF
2026-03-18,Utah Valley,George Washington,0,0,1.9648169622616544e-34
2026-03-18,Utah Valley,George Washington,1,0,4.5786377962866616e-33
2026-03-18,Utah Valley,George Washington,2,0,5.485003903540706e-32
2026-03-18,Utah Valley,George Washington,3,0,4.500507248093144e-31
2026-03-18,Utah Valley,George Washington,4,0,2.8433998798228838e-30
2026-03-18,Utah Valley,George Washington,5,0,1.4745049560583197e-29
2026-03-18,Utah Valley,George Washington,6,0,6.533421752960924e-29
2026-03-18,Utah Valley,George Washington,7,0,2.5426976505277237e-28
2026-03-18,Utah Valley,George Washington,8,0,8.867772472649182e-28
2026-03-18,Utah Valley,George Washington,9,0,2.8138602393443647e-27
2026-03-18,Utah Valley,George Washington,10,0,8.221052523727874e-27
2026-03-18,Utah Valley,George Washington,11,0,2.232738383242802e-26
2026-03-18,Utah Valley,George Washington,12,0,5.681082520059055e-26
2026-03-18,Utah Valley,George Washington,13,0,1.363124971290042e-25
2026-03-18,Utah Valley,George Washington,14,0,3.101267836374337e-25
2026-03-18,Utah Valley,George Washington,15,0,6.721735354589694e-25
2026-03-18,Utah Valley,George Washington,16,0,1.3935479752620516e-24
2026-03-18,Utah Valley,George Washington,17,0,2.7732742823300225e-24
2026-03-18,Utah Valley,George Washington,18,0,5.3142032417566764e-24
2026-03-18,Utah Valley,George Washington,19,0,9.832076027632017e-24
2026-03-18,Utah Valley,George Washington,20,0,1.760634923956705e-23
2026-03-18,Utah Valley,George Washington,21,0,3.0581131537005734e-23
2026-03-18,Utah Valley,George Washington,22,0,5.162321737869803e-23
2026-03-18,Utah Valley,George Washington,23,0,8.484147388786702e-23
2026-03-18,Utah Valley,George Washington,24,0,1.3596761017866793e-22
2026-03-18,Utah Valley,George Washington,25,0,2.1279266343964775e-22
2026-03-18,Utah Valley,George Washington,26,0,3.256465979630695e-22
2026-03-18,Utah Valley,George Washington,27,0,4.8790066650122325e-22
2026-03-18,Utah Valley,George Washington,28,0,7.164642560875351e-22
2026-03-18,Utah Valley,George Washington,29,0,1.0322406104730095e-21
2026-03-18,Utah Valley,George Washington,30,0,1.460499944923747e-21
2026-03-18,Utah Valley,George Washington,31,0,2.0311248913701978e-21
2026-03-18,Utah Valley,George Washington,32,0,2.7786826681292876e-21
2026-03-18,Utah Valley,George Washington,33,0,3.742281389536841e-21
2026-03-18,Utah Valley,George Washington,34,0,4.965174764729078e-21
2026-03-18,Utah Valley,George Washington,35,0,6.494089994590525e-21
2026-03-18,Utah Valley,George Washington,36,0,8.37826752216045e-21
2026-03-18,Utah Valley,George Washington,37,0,1.0668217652348287e-20
2026-03-18,Utah Valley,George Washington,38,0,1.34142168819845e-20
2026-03-18,Utah Valley,George Washington,39,0,1.666458482950267e-20
2026-03-18,Utah Valley,George Washington,40,0,2.0463799597912308e-20
2026-03-18,Utah Valley,George Washington,41,0,2.4850523948484487e-20
