Cutoff,Home Team,Away Team,Home Points,Away Points,Joint PMF
2026-03-18,Saint Joseph's,Colorado St.,0,0,2.353365845101885e-33
2026-03-18,Saint Joseph's,Colorado St.,1,0,5.359489563894042e-32
2026-03-18,Saint Joseph's,Colorado St.,2,0,6.2746912645654875e-31
2026-03-18,Saint Joseph's,Colorado St.,3,0,5.0316893483548875e-30
2026-03-18,Saint Joseph's,Colorado St.,4,0,3.106962781156673e-29
2026-03-18,Saint Joseph's,Colorado St.,5,0,1.5747045868228603e-28
2026-03-18,Saint Joseph's,Colorado St.,6,0,6.819577311717425e-28
2026-03-18,Saint Joseph's,Colorado St.,7,0,2.5940881239731665e-27
2026-03-18,Saint Joseph's,Colorado St.,8,0,8.842748897687197e-27
2026-03-18,Saint Joseph's,Colorado St.,9,0,2.742633037023281e-26
2026-03-18,Saint Joseph's,Colorado St.,10,0,7.832400555279656e-26
2026-03-18,Saint Joseph's,Colorado St.,11,0,2.0793022598696234e-25
2026-03-18,Saint Joseph's,Colorado St.,12,0,5.17170110518297e-25
2026-03-18,Saint Joseph's,Colorado St.,13,0,1.2130282533699833e-24
2026-03-18,Saint Joseph's,Colorado St.,14,0,2.6978513140312506e-24
2026-03-18,Saint Joseph's,Colorado St.,15,0,5.716291782405487e-24
2026-03-18,Saint Joseph's,Colorado St.,16,0,1.1585641299088638e-23
2026-03-18,Saint Joseph's,Colorado St.,17,0,2.254069302614013e-23
2026-03-18,Saint Joseph's,Colorado St.,18,0,4.222796769578909e-23
2026-03-18,Saint Joseph's,Colorado St.,19,0,7.638468725081002e-23
2026-03-18,Saint Joseph's,Colorado St.,20,0,1.3373377456164933e-22
2026-03-18,Saint Joseph's,Colorado St.,21,0,2.2711608541292025e-22
2026-03-18,Saint Joseph's,Colorado St.,22,0,3.7486421646131483e-22
2026-03-18,Saint Joseph's,Colorado St.,23,0,6.023985246508689e-22
2026-03-18,Saint Joseph's,Colorado St.,24,0,9.439963620743763e-22
2026-03-18,Saint Joseph's,Colorado St.,25,0,1.4446519662104448e-21
2026-03-18,Saint Joseph's,Colorado St.,26,0,2.1619099428123924e-21
2026-03-18,Saint Joseph's,Colorado St.,27,0,3.1675236028777294e-21
2026-03-18,Saint Joseph's,Colorado St.,28,0,4.548764720925779e-21
2026-03-18,Saint Joseph's,Colorado St.,29,0,6.409197624829509e-21
2026-03-18,Saint Joseph's,Colorado St.,30,0,8.868731332633829e-21
2026-03-18,Saint Joseph's,Colorado St.,31,0,1.2062781013954367e-20
2026-03-18,Saint Joseph's,Colorado St.,32,0,1.6140405142659388e-20
2026-03-18,Saint Joseph's,Colorado St.,33,0,2.1261336338641652e-20
2026-03-18,Saint Joseph's,Colorado St.,34,0,2.7591889301536747e-20
2026-03-18,Saint Joseph's,Colorado St.,35,0,3.529980405029143e-20
2026-03-18,Saint Joseph's,Colorado St.,36,0,4.45481613070205e-20
2026-03-18,Saint Joseph's,Colorado St.,37,0,5.548858300771523e-20
2026-03-18,Saint Joseph's,Colorado St.,38,0,6.825399819857907e-20
2026-03-18,Saint Joseph's,Colorado St.,39,0,8.295130712611684e-20
2026-03-18,Saint Joseph's,Colorado St.,40,0,9.965430938593e-20
2026-03-18,Saint Joseph's,Colorado St.,41,0,1.1839727233364743e-19
2026-03-18,Saint Joseph's,Colorado St.,42,0,1.3916950218298647e-19
2026-03-18,Saint Joseph's,Colorado St.,43,0,1.6191124284841617e-19
2026-03-18,Saint Joseph's,Colorado St.,44,0,1.8651116900527118e-19
2026-03-18,Saint Joseph's,Colorado St.,45,0,2.1280566400315685e-19
2026-03-18,Saint Joseph's,Colorado St.,46,0,2.4057998535408233e-19
2026-03-18,Saint Joseph's,Colorado St.,47,0,2.695713264433319e-19
2026-03-18,Saint Joseph's,Colorado St.,48,0,2.9947368904080647e-19
2026-03-18,Saint Joseph's,Colorado St.,49,0,3.2994439303005836e-19
2026-03-18,Saint Joseph's,Colorado St.,50,0,3.606119727597419e-19
2026-03-18,Saint Joseph's,Colorado St.,51,0,3.9108514776073645e-19
2026-03-18,Saint Joseph's,Colorado St.,52,0,4.2096251221676853e-19
2026-03-18,Saint Joseph's,Colorado St.,53,0,4.4984256411249e-19
2026-03-18,Saint Joseph's,Colorado St.,54,0,4.7733369161949e-19
2026-03-18,Saint Joseph's,Colorado St.,55,0,5.030637499768362e-19
2026-03-18,Saint Joseph's,Colorado St.,56,0,5.266888947402299e-19
2026-03-18,Saint Joseph's,Colorado St.,57,0,5.479013838599378e-19
2026-03-18,Saint Joseph's,Colorado St.,58,0,5.664361180736334e-19
2026-03-18,Saint Joseph's,Colorado St.,59,0,5.820757527717769e-19
2026-03-18,Saint Joseph's,Colorado St.,60,0,5.946542810037254e-19
2026-03-18,Saint Joseph's,Colorado St.,61,0,6.040590530600893e-19
2026-03-18,Saint Joseph's,Colorado St.,62,0,6.102312599294494e-19
2026-03-18,Saint Joseph's,Colorado St.,63,0,6.131649632767437e-19
2026-03-18,Saint Joseph's,Colorado St.,64,0,6.129048014509591e-19
2026-03-18,Saint Joseph's,Colorado St.,65,0,6.095425381096456e-19
2026-03-18,Saint Joseph's,Colorado St.,66,0,6.032126466972938e-19
2026-03-18,Saint Joseph's,Colorado St.,67,0,5.94087140202172e-19
2026-03-18,Saint Joseph's,Colorado St.,68,0,5.823698618256328e-19
2026-03-18,Saint Joseph's,Colorado St.,69,0,5.682904493455491e-19
2026-03-18,Saint Joseph's,Colorado St.,70,0,5.520981752688583e-19
2026-03-18,Saint Joseph's,Colorado St.,71,0,5.340558477792619e-19
2026-03-18,Saint Joseph's,Colorado St.,72,0,5.144339355409818e-19
2026-03-18,Saint Joseph's,Colorado St.,73,0,4.935050541479272e-19
2026-03-18,Saint Joseph's,Colorado St.,74,0,4.715389248954858e-19
2026-03-18,Saint Joseph's,Colorado St.,75,0,4.487978889367226e-19
2026-03-18,Saint Joseph's,Colorado St.,76,0,4.2553303292574613e-19
2026-03-18,Saint Joseph's,Colorado St.,77,0,4.0198095691333183e-19
2026-03-18,Saint Joseph's,Colorado St.,78,0,3.78361192286668e-19
2026-03-18,Saint Joseph's,Colorado St.,79,0,3.548742574570792e-19
2026-03-18,Saint Joseph's,Colorado St.,80,0,3.3170032212793533e-19
2026-03-18,Saint Joseph's,Colorado St.,81,0,3.089984374543577e-19
2026-03-18,Saint Joseph's,Colorado St.,82,0,2.869062792143209e-19
2026-03-18,Saint Joseph's,Colorado St.,83,0,2.65540344104992e-19
2026-03-18,Saint Joseph's,Colorado St.,84,0,2.4499653519688393e-19
2026-03-18,Saint Joseph's,Colorado St.,85,0,2.2535107110541613e-19
2026-03-18,Saint Joseph's,Colorado St.,86,0,2.0666165420150466e-19
2026-03-18,Saint Joseph's,Colorado St.,87,0,1.8896883578910566e-19
2026-03-18,Saint Joseph's,Colorado St.,88,0,1.7229752023477977e-19
2026-03-18,Saint Joseph's,Colorado St.,89,0,1.5665855516611783e-19
2026-03-18,Saint Joseph's,Colorado St.,90,0,1.4205036070918428e-19
2026-03-18,Saint Joseph's,Colorado St.,91,0,1.284605569972655e-19
2026-03-18,Saint Joseph's,Colorado St.,92,0,1.1586755558197636e-19
2026-03-18,Saint Joseph's,Colorado St.,93,0,1.0424208668522222e-19
2026-03-18,Saint Joseph's,Colorado St.,94,0,9.354864026450827e-20
2026-03-18,Saint Joseph's,Colorado St.,95,0,8.374680448418575e-20
2026-03-18,Saint Joseph's,Colorado St.,96,0,7.479249029490656e-20
2026-03-18,Saint Joseph's,Colorado St.,97,0,6.663903535641773e-20
2026-03-18,Saint Joseph's,Colorado St.,98,0,5.923818446488644e-20
2026-03-18,Saint Joseph's,Colorado St.,99,0,5.254094695966676e-20
2026-03-18,Saint Joseph's,Colorado St.,100,0,4.649833429981676e-20
2026-03-18,Saint Joseph's,Colorado St.,101,0,4.106198315105511e-20
2026-03-18,Saint Joseph's,Colorado St.,102,0,3.618467095206728e-20
2026-03-18,Saint Joseph's,Colorado St.,103,0,3.182073208762785e-20
2026-03-18,Saint Joseph's,Colorado St.,104,0,2.792638354064458e-20
2026-03-18,Saint Joseph's,Colorado St.,105,0,2.4459969284571168e-20
2026-03-18,Saint Joseph's,Colorado St.,106,0,2.1382132768616713e-20
2026-03-18,Saint Joseph's,Colorado St.,107,0,1.8655926696375837e-20
2026-03-18,Saint Joseph's,Colorado St.,108,0,1.6246868954456508e-20
2026-03-18,Saint Joseph's,Colorado St.,109,0,1.4122953058942682e-20
