Cutoff,Home Team,Away Team,Home Points,Away Points,Joint PMF
2026-03-18,South Alabama,Auburn,0,0,6.909522899921579e-34
2026-03-18,South Alabama,Auburn,1,0,1.5682209703618093e-32
2026-03-18,South Alabama,Auburn,2,0,1.8297882714643906e-31
2026-03-18,South Alabama,Auburn,3,0,1.4623333704911634e-30
2026-03-18,South Alabama,Auburn,4,0,8.998956707272629e-30
2026-03-18,South Alabama,Auburn,5,0,4.5454637686288354e-29
2026-03-18,South Alabama,Auburn,6,0,1.9618193919162117e-28
2026-03-18,South Alabama,Auburn,7,0,7.4371787266908255e-28
2026-03-18,South Alabama,Auburn,8,0,2.5265749721596182e-27
2026-03-18,South Alabama,Auburn,9,0,7.809684503675993e-27
2026-03-18,South Alabama,Auburn,10,0,2.222701076424595e-26
2026-03-18,South Alabama,Auburn,11,0,5.880627676434828e-26
2026-03-18,South Alabama,Auburn,12,0,1.457668862039425e-25
2026-03-18,South Alabama,Auburn,13,0,3.4073386690920184e-25
2026-03-18,South Alabama,Auburn,14,0,7.552328260198698e-25
2026-03-18,South Alabama,Auburn,15,0,1.594759674562128e-24
2026-03-18,South Alabama,Auburn,16,0,3.2212060349937747e-24
2026-03-18,South Alabama,Auburn,17,0,6.245724628043265e-24
2026-03-18,South Alabama,Auburn,18,0,1.1660910903109579e-23
2026-03-18,South Alabama,Auburn,19,0,2.102107542536418e-23
2026-03-18,South Alabama,Auburn,20,0,3.6678002273760283e-23
2026-03-18,South Alabama,Auburn,21,0,6.20766169395873e-23
2026-03-18,South Alabama,Auburn,22,0,1.0211025380369429e-22
2026-03-18,South Alabama,Auburn,23,0,1.635287649492662e-22
2026-03-18,South Alabama,Auburn,24,0,2.5538485960352163e-22
2026-03-18,South Alabama,Auburn,25,0,3.894953951811346e-22
2026-03-18,South Alabama,Auburn,26,0,5.808856934249099e-22
2026-03-18,South Alabama,Auburn,27,0,8.48177340879746e-22
2026-03-18,South Alabama,Auburn,28,0,1.2138744301186945e-21
2026-03-18,South Alabama,Auburn,29,0,1.7045008173461064e-21
2026-03-18,South Alabama,Auburn,30,0,2.350542517242597e-21
2026-03-18,South Alabama,Auburn,31,0,3.186155300353341e-21
2026-03-18,South Alabama,Auburn,32,0,4.248607953309864e-21
2026-03-18,South Alabama,Auburn,33,0,5.5774460938411224e-21
2026-03-18,South Alabama,Auburn,34,0,7.213379033463473e-21
2026-03-18,South Alabama,Auburn,35,0,9.196911696683128e-21
2026-03-18,South Alabama,Auburn,36,0,1.1566763509423223e-20
2026-03-18,South Alabama,Auburn,37,0,1.435813480888059e-20
2026-03-18,South Alabama,Auburn,38,0,1.7600897087638318e-20
2026-03-18,South Alabama,Auburn,39,0,2.1317794849585527e-20
2026-03-18,South Alabama,Auburn,40,0,2.5522752942248372e-20
2026-03-18,South Alabama,Auburn,41,0,3.0219383294278985e-20
2026-03-18,South Alabama,Auburn,42,0,3.539977887540771e-20
2026-03-18,South Alabama,Auburn,43,0,4.104367075437845e-20
2026-03-18,South Alabama,Auburn,44,0,4.7118007160335007e-20
2026-03-18,South Alabama,Auburn,45,0,5.3576992631326445e-20
2026-03-18,South Alabama,Auburn,46,0,6.036260209909903e-20
2026-03-18,South Alabama,Auburn,47,0,6.740556068527603e-20
2026-03-18,South Alabama,Auburn,48,0,7.462675664649589e-20
2026-03-18,South Alabama,Auburn,49,0,8.193903375892241e-20
2026-03-18,South Alabama,Auburn,50,0,8.924929170890247e-20
2026-03-18,South Alabama,Auburn,51,0,9.646080968651704e-20
2026-03-18,South Alabama,Auburn,52,0,1.0347569994846164e-19
2026-03-18,South Alabama,Auburn,53,0,1.1019739485212825e-19
2026-03-18,South Alabama,Auburn,54,0,1.165330726422666e-19
2026-03-18,South Alabama,Auburn,55,0,1.2239593367103023e-19
2026-03-18,South Alabama,Auburn,56,0,1.277072490742224e-19
2026-03-18,South Alabama,Auburn,57,0,1.3239811735972203e-19
2026-03-18,South Alabama,Auburn,58,0,1.3641087992796072e-19
2026-03-18,South Alabama,Auburn,59,0,1.3970016324911764e-19
2026-03-18,South Alabama,Auburn,60,0,1.4223353231048935e-19
2026-03-18,South Alabama,Auburn,61,0,1.4399175615235477e-19
2026-03-18,South Alabama,Auburn,62,0,1.4496870109584237e-19
2026-03-18,South Alabama,Auburn,63,0,1.4517088005525145e-19
2026-03-18,South Alabama,Auburn,64,0,1.4461669671507416e-19
2026-03-18,South Alabama,Auburn,65,0,1.4333543111091524e-19
2026-03-18,South Alabama,Auburn,66,0,1.4136601821623296e-19
2026-03-18,South Alabama,Auburn,67,0,1.3875567358421403e-19
2026-03-18,South Alabama,Auburn,68,0,1.3555842012559933e-19
2026-03-18,South Alabama,Auburn,69,0,1.318335680126051e-19
2026-03-18,South Alabama,Auburn,70,0,1.2764419584212508e-19
2026-03-18,South Alabama,Auburn,71,0,1.2305567595915445e-19
2026-03-18,South Alabama,Auburn,72,0,1.1813428063721925e-19
2026-03-18,South Alabama,Auburn,73,0,1.1294589902189803e-19
2026-03-18,South Alabama,Auburn,74,0,1.0755488772778697e-19
2026-03-18,South Alabama,Auburn,75,0,1.0202307105292896e-19
2026-03-18,South Alabama,Auburn,76,0,9.640890020053153e-20
2026-03-18,South Alabama,Auburn,77,0,9.076677488455461e-20
2026-03-18,South Alabama,Auburn,78,0,8.514652539444026e-20
2026-03-18,South Alabama,Auburn,79,0,7.959304870009343e-20
2026-03-18,South Alabama,Auburn,80,0,7.414608854013881e-20
2026-03-18,South Alabama,Auburn,81,0,6.884014665737344e-20
2026-03-18,South Alabama,Auburn,82,0,6.370451039277557e-20
2026-03-18,South Alabama,Auburn,83,0,5.876338066512028e-20
2026-03-18,South Alabama,Auburn,84,0,5.403608386442899e-20
2026-03-18,South Alabama,Auburn,85,0,4.953735128201924e-20
2026-03-18,South Alabama,Auburn,86,0,4.5277650286309594e-20
2026-03-18,South Alabama,Auburn,87,0,4.1263552429930234e-20
2026-03-18,South Alabama,Auburn,88,0,3.749812494115688e-20
2026-03-18,South Alabama,Auburn,89,0,3.3981333519506194e-20
2026-03-18,South Alabama,Auburn,90,0,3.0710445938048805e-20
2026-03-18,South Alabama,Auburn,91,0,2.768042758178698e-20
2026-03-18,South Alabama,Auburn,92,0,2.4884321661819373e-20
2026-03-18,South Alabama,Auburn,93,0,2.2313608390132914e-20
2026-03-18,South Alabama,Auburn,94,0,1.995853884245971e-20
2026-03-18,South Alabama,Auburn,95,0,1.780844054970115e-20
2026-03-18,South Alabama,Auburn,96,0,1.5851993025300403e-20
2026-03-18,South Alabama,Auburn,97,0,1.407747244699109e-20
2026-03-18,South Alabama,Auburn,98,0,1.2472965565009855e-20
2026-03-18,South Alabama,Auburn,99,0,1.1026553608839608e-20
2026-03-18,South Alabama,Auburn,100,0,9.726467518557669e-21
2026-03-18,South Alabama,Auburn,101,0,8.561216246431481e-21
2026-03-18,South Alabama,Auburn,102,0,7.519690172682367e-21
2026-03-18,South Alabama,Auburn,103,0,6.591241871051141e-21
