Cutoff,Home Team,Away Team,Home Points,Away Points,Joint PMF
2026-03-18,Sam Houston St.,New Mexico,0,0,1.392855004892278e-34
2026-03-18,Sam Houston St.,New Mexico,1,0,3.233081587829382e-33
2026-03-18,Sam Houston St.,New Mexico,2,0,3.85793114712898e-32
2026-03-18,Sam Houston St.,New Mexico,3,0,3.153092872656789e-31
2026-03-18,Sam Houston St.,New Mexico,4,0,1.984319647144021e-30
2026-03-18,Sam Houston St.,New Mexico,5,0,1.0249884468022803e-29
2026-03-18,Sam Houston St.,New Mexico,6,0,4.5239014624022207e-29
2026-03-18,Sam Houston St.,New Mexico,7,0,1.7537494996008279e-28
2026-03-18,Sam Houston St.,New Mexico,8,0,6.092401027439173e-28
2026-03-18,Sam Houston St.,New Mexico,9,0,1.925654168814572e-27
2026-03-18,Sam Houston St.,New Mexico,10,0,5.604098664271988e-27
2026-03-18,Sam Houston St.,New Mexico,11,0,1.5160709851371933e-26
2026-03-18,Sam Houston St.,New Mexico,12,0,3.8425270563264256e-26
2026-03-18,Sam Houston St.,New Mexico,13,0,9.18388552623396e-26
2026-03-18,Sam Houston St.,New Mexico,14,0,2.0813055833147712e-25
2026-03-18,Sam Houston St.,New Mexico,15,0,4.493498771027866e-25
2026-03-18,Sam Houston St.,New Mexico,16,0,9.279672849469291e-25
2026-03-18,Sam Houston St.,New Mexico,17,0,1.8395516728481656e-24
2026-03-18,Sam Houston St.,New Mexico,18,0,3.511289841022272e-24
2026-03-18,Sam Houston St.,New Mexico,19,0,6.4711885010987885e-24
2026-03-18,Sam Houston St.,New Mexico,20,0,1.154301901984849e-23
2026-03-18,Sam Houston St.,New Mexico,21,0,1.9971740946999497e-23
2026-03-18,Sam Houston St.,New Mexico,22,0,3.35830965827997e-23
2026-03-18,Sam Houston St.,New Mexico,23,0,5.497917503942946e-23
2026-03-18,Sam Houston St.,New Mexico,24,0,8.77689483916733e-23
2026-03-18,Sam Houston St.,New Mexico,25,0,1.3682913912581292e-22
2026-03-18,Sam Houston St.,New Mexico,26,0,2.085864658272244e-22
2026-03-18,Sam Houston St.,New Mexico,27,0,3.1130763791301756e-22
2026-03-18,Sam Houston St.,New Mexico,28,0,4.553788459487294e-22
2026-03-18,Sam Houston St.,New Mexico,29,0,6.535524146005783e-22
2026-03-18,Sam Houston St.,New Mexico,30,0,9.211352721053643e-22
2026-03-18,Sam Houston St.,New Mexico,31,0,1.2760924352589168e-21
2026-03-18,Sam Houston St.,New Mexico,32,0,1.739039214062342e-21
2026-03-18,Sam Houston St.,New Mexico,33,0,2.333098561561627e-21
2026-03-18,Sam Houston St.,New Mexico,34,0,3.08360500043437e-21
2026-03-18,Sam Houston St.,New Mexico,35,0,4.017643705435474e-21
2026-03-18,Sam Houston St.,New Mexico,36,0,5.163422254201153e-21
2026-03-18,Sam Houston St.,New Mexico,37,0,6.549482731761276e-21
2026-03-18,Sam Houston St.,New Mexico,38,0,8.203772592326621e-21
2026-03-18,Sam Houston St.,New Mexico,39,0,1.0152603163029694e-20
2026-03-18,Sam Houston St.,New Mexico,40,0,1.2419534116617275e-20
2026-03-18,Sam Houston St.,New Mexico,41,0,1.5024229894172173e-20
2026-03-18,Sam Houston St.,New Mexico,42,0,1.7981339294203214e-20
2026-03-18,Sam Houston St.,New Mexico,43,0,2.1299451803624454e-20
2026-03-18,Sam Houston St.,New Mexico,44,0,2.4980183483468828e-20
2026-03-18,Sam Houston St.,New Mexico,45,0,2.9017441321405505e-20
2026-03-18,Sam Houston St.,New Mexico,46,0,3.3396908135011746e-20
2026-03-18,Sam Houston St.,New Mexico,47,0,3.809578077037274e-20
2026-03-18,Sam Houston St.,New Mexico,48,0,4.308278307380451e-20
2026-03-18,Sam Houston St.,New Mexico,49,0,4.8318462620836727e-20
2026-03-18,Sam Houston St.,New Mexico,50,0,5.375576722946872e-20
2026-03-18,Sam Houston St.,New Mexico,51,0,5.934088462958098e-20
2026-03-18,Sam Houston St.,New Mexico,52,0,6.501431702326402e-20
2026-03-18,Sam Houston St.,New Mexico,53,0,7.07121522710982e-20
2026-03-18,Sam Houston St.,New Mexico,54,0,7.636748556278239e-20
2026-03-18,Sam Houston St.,New Mexico,55,0,8.191194000948876e-20
2026-03-18,Sam Houston St.,New Mexico,56,0,8.727723179411801e-20
2026-03-18,Sam Houston St.,New Mexico,57,0,9.239672533855068e-20
2026-03-18,Sam Houston St.,New Mexico,58,0,9.720692624626625e-20
2026-03-18,Sam Houston St.,New Mexico,59,0,1.0164886428085256e-19
2026-03-18,Sam Houston St.,New Mexico,60,0,1.0566932497300051e-19
2026-03-18,Sam Houston St.,New Mexico,61,0,1.09221896170015e-19
2026-03-18,Sam Houston St.,New Mexico,62,0,1.122678044780447e-19
2026-03-18,Sam Houston St.,New Mexico,63,0,1.1477652561953178e-19
2026-03-18,Sam Houston St.,New Mexico,64,0,1.167261617808664e-19
2026-03-18,Sam Houston St.,New Mexico,65,0,1.1810358765077268e-19
2026-03-18,Sam Houston St.,New Mexico,66,0,1.1890437470220232e-19
2026-03-18,Sam Houston St.,New Mexico,67,0,1.1913251008013093e-19
2026-03-18,Sam Houston St.,New Mexico,68,0,1.1879993203365492e-19
2026-03-18,Sam Houston St.,New Mexico,69,0,1.1792590806366015e-19
2026-03-18,Sam Houston St.,New Mexico,70,0,1.1653628481217166e-19
2026-03-18,Sam Houston St.,New Mexico,71,0,1.1466264022868035e-19
2026-03-18,Sam Houston St.,New Mexico,72,0,1.1234136880418707e-19
2026-03-18,Sam Houston St.,New Mexico,73,0,1.0961272979716838e-19
2026-03-18,Sam Houston St.,New Mexico,74,0,1.065198865564454e-19
