Cutoff,Home Team,Away Team,Home Points,Away Points,Joint PMF
2026-03-18,Nevada,Murray St.,0,0,1.1994240907571473e-34
2026-03-18,Nevada,Murray St.,1,0,2.8220952402110593e-33
2026-03-18,Nevada,Murray St.,2,0,3.413455463765627e-32
2026-03-18,Nevada,Murray St.,3,0,2.8278596002281153e-31
2026-03-18,Nevada,Murray St.,4,0,1.803891835407705e-30
2026-03-18,Nevada,Murray St.,5,0,9.444783322316867e-30
2026-03-18,Nevada,Murray St.,6,0,4.225291169300465e-29
2026-03-18,Nevada,Murray St.,7,0,1.6602663622167954e-28
2026-03-18,Nevada,Murray St.,8,0,5.846036736213499e-28
2026-03-18,Nevada,Murray St.,9,0,1.8728813373451592e-27
2026-03-18,Nevada,Murray St.,10,0,5.5244955622395254e-27
2026-03-18,Nevada,Murray St.,11,0,1.5148065487832597e-26
2026-03-18,Nevada,Murray St.,12,0,3.891357763522645e-26
2026-03-18,Nevada,Murray St.,13,0,9.426554831503198e-26
2026-03-18,Nevada,Murray St.,14,0,2.1652115177689762e-25
2026-03-18,Nevada,Murray St.,15,0,4.737864053198303e-25
2026-03-18,Nevada,Murray St.,16,0,9.916526535720817e-25
2026-03-18,Nevada,Murray St.,17,0,1.9923389073706745e-24
2026-03-18,Nevada,Murray St.,18,0,3.854228806540911e-24
2026-03-18,Nevada,Murray St.,19,0,7.198957970824132e-24
2026-03-18,Nevada,Murray St.,20,0,1.3014121811428504e-23
2026-03-18,Nevada,Murray St.,21,0,2.2820032129038002e-23
2026-03-18,Nevada,Murray St.,22,0,3.8888469114798976e-23
2026-03-18,Nevada,Murray St.,23,0,6.45197871345679e-23
2026-03-18,Nevada,Murray St.,24,0,1.0438183417619248e-22
2026-03-18,Nevada,Murray St.,25,0,1.6490984214166582e-22
2026-03-18,Nevada,Murray St.,26,0,2.547607951601157e-22
2026-03-18,Nevada,Murray St.,27,0,3.8530902094895275e-22
2026-03-18,Nevada,Murray St.,28,0,5.711622968613611e-22
2026-03-18,Nevada,Murray St.,29,0,8.306702077060122e-22
2026-03-18,Nevada,Murray St.,30,0,1.1863895546164146e-21
2026-03-18,Nevada,Murray St.,31,0,1.6654660756521164e-21
2026-03-18,Nevada,Murray St.,32,0,2.299888367530728e-21
2026-03-18,Nevada,Murray St.,33,0,3.1265693619142197e-21
2026-03-18,Nevada,Murray St.,34,0,4.187213494641277e-21
2026-03-18,Nevada,Murray St.,35,0,5.5279340469649564e-21
